user_email,family_size,house_type,district,milk_packets,deliveries,oil_type,bottles,segregation,food_waste,compost,garden_waste,old_devices,batteries,disposal_method,family_size_encoded,batteries_encoded,milk_per_person,deliveries_per_person,devices_per_person,milk_x_delivery,waste_per_person,milk_packets_zscore,deliveries_zscore,old_devices_zscore,food_waste_zscore,fraud_probability,fraud_flag,fraud_severity,carbon_points,eco_star,fraud_penalty,carbon_trust_score,carbon_level,bio_waste,plastic_waste,e_waste,fraud_confidence_weight,penalty_weight,bio_waste_adjusted,plastic_waste_adjusted,e_waste_adjusted
0.233,0.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.0,0.2,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,2,0.0,333333.3333333333,0.0,0.0,333333.3333333333,1.8620964292182616,0.5314435966192468,0.4291666572219338,0.1861269095902841,18.0,0,NONE,64.18,0,0,64.18,GOOD,0.13999999999999999,0.22,0.18666666666666668,1.0,0.8200000000000001,0.087115,0.214558,0.270686
0.2385,0.0,1.0,1.0,0.1666666666666666,0.2777777777777777,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,166666.6666666666,277777.7777777777,0.0,0.0462962962962962,0.0,1.1238251879133794,0.7126360717998762,0.4291666572219338,0.1861269095902841,21.45,0,NONE,92.91,0,0,92.91,EXCELLENT,0.0,0.5644444444444444,0.0,1.0,0.7855,0.0,0.527355,0.0
0.244,0.6666666666666666,1.0,0.7692307692307693,0.5,0.2777777777777777,0.5,0.6666666666666666,0.0,0.0,0.2,1.0,0.0,1.0,0.6666666666666666,2,3,0.2499998750000625,0.1388888194444791,0.0,0.1388888888888888,0.499999750000125,0.3527172946963853,0.7126360717998762,0.4291666572219338,0.1861269095902841,3.22,0,NONE,59.33,0,0,59.33,AVERAGE,0.78,0.5444444444444444,0.28,1.0,0.9678,0.572849,0.626665,0.479137
0.2495,1.0,1.0,0.5384615384615385,0.8333333333333333,0.7777777777777777,0.5,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,3,0,0.277777685185216,0.2592591728395349,0.0,0.648148148148148,0.1111110740740864,1.8292597773061487,0.9180962048257868,0.4291666572219338,0.1861269095902841,10.71,0,NONE,27.99,0,0,27.99,POOR,0.68,0.48777777777777775,0.0,1.0,0.8929,0.460768,0.517959,0.0
0.255,0.3333333333333333,1.0,0.6153846153846154,0.3333333333333333,0.1666666666666666,1.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1,1,0.3333330000003333,0.1666665000001666,0.0,0.0555555555555555,0.3333330000003333,0.385553946608497,1.0750210221611347,0.4291666572219338,0.1861269095902841,0.28,0,NONE,86.57,0,0,86.57,EXCELLENT,0.31999999999999995,0.6033333333333333,0.09333333333333334,1.0,0.9972,0.242146,0.715509,0.164604
0.2605,0.3333333333333333,0.5,0.5384615384615385,0.1666666666666666,0.7777777777777777,1.0,0.6666666666666666,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1,0,0.1666665000001666,0.7777770000007778,0.0,0.1296296296296295,0.6666660000006667,1.1238251879133794,0.9180962048257868,0.4291666572219338,0.1861269095902841,1.75,0,NONE,63.81,0,0,63.81,GOOD,0.45999999999999996,0.5277777777777777,0.0,1.0,0.9825,0.342996,0.616675,0.0
0.266,0.3333333333333333,0.0,0.9230769230769232,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1,3,0.3333330000003333,0.999999000001,0.0,0.3333333333333333,0.0,0.385553946608497,1.642866105548304,0.4291666572219338,0.1861269095902841,8.5,0,NONE,39.55,0,0,39.55,POOR,0.18,0.3466666666666667,0.28,1.0,0.915,0.124981,0.37726,0.45297
0.2715,0.3333333333333333,1.0,0.7692307692307693,0.1666666666666666,0.4999999999999999,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1,0,0.1666665000001666,0.4999995000004999,0.0,0.0833333333333332,0.3333330000003333,1.1238251879133794,0.0121338289226406,0.4291666572219338,0.1861269095902841,3.29,0,NONE,85.45,0,0,85.45,EXCELLENT,0.31999999999999995,0.6133333333333333,0.0,1.0,0.9671,0.234861,0.705519,0.0
0.277,0.6666666666666666,0.5,0.7692307692307693,0.6666666666666666,0.0555555555555555,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,2,1,0.3333331666667499,0.0277777638888958,0.0,0.0370370370370369,0.1666665833333749,1.0909885360012674,1.437405972522393,0.4291666572219338,0.1861269095902841,4.05,0,NONE,81.34,0,0,81.34,EXCELLENT,0.5,0.7055555555555556,0.09333333333333334,1.0,0.9595,0.364092,0.805186,0.158416
0.283,0.6666666666666666,1.0,0.4615384615384615,0.6666666666666666,0.6666666666666665,0.0,0.3333333333333333,0.5,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,2,0,0.3333331666667499,0.3333331666667499,0.0,0.4444444444444443,0.0,1.0909885360012674,0.5557112544645283,0.4291666572219338,0.1861269095902841,4.06,0,NONE,50.75,0,0,50.75,AVERAGE,0.36,0.5466666666666666,0.0,1.0,0.9594,0.262104,0.623811,0.0
0.2885,0.3333333333333333,1.0,0.5384615384615385,0.3333333333333333,0.0555555555555555,1.0,1.0,0.0,0.0,0.4,0.3333333333333333,0.0,0.0,1.0,1,0,0.3333330000003333,0.0555555000000555,0.0,0.0185185185185184,0.3333330000003333,0.385553946608497,1.437405972522393,0.4291666572219338,0.1861269095902841,3.39,0,NONE,88.06,0,0,88.06,EXCELLENT,0.31999999999999995,0.5788888888888889,0.0,1.0,0.9661,0.234633,0.6652,0.0
0.294,0.0,1.0,0.8461538461538463,0.1666666666666666,0.0,0.5,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0,0,166666.6666666666,0.0,0.0,0.0,333333.3333333333,1.1238251879133794,1.6185984477030222,0.4291666572219338,0.1861269095902841,26.29,0,NONE,92.16,0,0,92.16,EXCELLENT,0.13999999999999999,0.5033333333333333,0.0,1.0,0.7371000000000001,0.078312,0.441246,0.0
0.2995,0.6666666666666666,1.0,0.9230769230769232,0.3333333333333333,0.1666666666666666,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,2,1,0.1666665833333749,0.0833332916666874,0.0,0.0555555555555555,0.0,0.385553946608497,1.0750210221611347,0.4291666572219338,0.1861269095902841,1.08,0,NONE,91.04,0,0,91.04,EXCELLENT,0.36,0.6033333333333333,0.09333333333333334,1.0,0.9892,0.270223,0.7098,0.16319
0.305,1.0,0.0,0.7692307692307693,0.6666666666666666,0.3888888888888889,1.0,0.6666666666666666,1.0,0.0,0.2,1.0,0.0,0.0,0.6666666666666666,3,0,0.2222221481481728,0.1296295864197675,0.0,0.2592592592592592,0.3333332222222592,1.0909885360012674,0.3502511214386174,0.4291666572219338,0.1861269095902841,5.26,0,NONE,54.48,0,0,54.48,AVERAGE,0.96,0.6322222222222222,0.0,1.0,0.9474,0.690165,0.712417,0.0
0.3105,0.6666666666666666,1.0,0.5384615384615385,0.3333333333333333,0.5555555555555556,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,2,1,0.1666665833333749,0.2777776388889583,0.0,0.1851851851851851,0.0,0.385553946608497,0.1933263041032703,0.4291666572219338,0.1861269095902841,1.02,0,NONE,58.96,0,0,58.96,AVERAGE,0.36,0.39555555555555555,0.09333333333333334,1.0,0.9898,0.270375,0.465628,0.163366
0.316,0.6666666666666666,0.0,1.0,0.3333333333333333,0.4999999999999999,0.5,0.6666666666666666,0.5,0.0,0.4,0.3333333333333333,0.0,1.0,0.6666666666666666,2,3,0.1666665833333749,0.2499998750000624,0.0,0.1666666666666666,0.1666665833333749,0.385553946608497,0.0121338289226406,0.4291666572219338,0.1861269095902841,4.15,0,NONE,68.66,0,0,68.66,GOOD,0.5,0.5299999999999999,0.28,1.0,0.9585,0.363636,0.604186,0.47454
0.3215,0.3333333333333333,1.0,0.7692307692307693,0.1666666666666666,0.8888888888888888,0.5,0.0,1.0,0.0,0.2,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1,1,0.1666665000001666,0.888888000000889,0.0,0.148148148148148,0.6666660000006667,1.1238251879133794,1.2804811551870456,0.4291666572219338,0.1861269095902841,2.98,0,NONE,35.45,0,0,35.45,POOR,0.45999999999999996,0.25888888888888884,0.09333333333333334,1.0,0.9702,0.338671,0.298763,0.160184
0.327,0.6666666666666666,0.5,0.6153846153846154,0.5,0.2222222222222222,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.0,1.0,2,0,0.2499998750000625,0.1111110555555833,0.0,0.1111111111111111,0.499999750000125,0.3527172946963853,0.8938285469805052,0.4291666572219338,0.1861269095902841,0.9,0,NONE,33.21,0,0,33.21,POOR,0.78,0.23888888888888887,0.0,1.0,0.991,0.586584,0.281518,0.0
0.3325,0.3333333333333333,1.0,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1,0,0.3333330000003333,0.3333330000003333,0.0,0.1111111111111111,0.0,0.385553946608497,0.5314435966192468,0.4291666572219338,0.1861269095902841,1.02,0,NONE,48.51,0,0,48.51,AVERAGE,0.18,0.19999999999999998,0.0,1.0,0.9898,0.135225,0.23549,0.0
0.3385,1.0,0.0,0.6923076923076923,0.8333333333333333,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.277777685185216,0.2962961975308971,0.0,0.7407407407407406,0.0,1.8292597773061487,1.2804811551870456,0.4291666572219338,0.1861269095902841,12.53,0,NONE,30.97,0,0,30.97,POOR,0.54,0.5122222222222221,0.0,1.0,0.8747,0.3584,0.532826,0.0
0.344,0.3333333333333333,0.0,0.3846153846153846,0.5,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.4,0.0,0.0,0.6666666666666666,0.3333333333333333,1,2,0.4999995000005,0.3333330000003333,0.0,0.1666666666666666,0.0,0.3527172946963853,0.5314435966192468,0.4291666572219338,0.1861269095902841,2.87,0,NONE,72.01,0,0,72.01,GOOD,0.18,0.5566666666666666,0.18666666666666668,1.0,0.9713,0.132645,0.643078,0.320545
0.3495,0.6666666666666666,0.5,0.4615384615384615,0.6666666666666666,0.2777777777777777,0.5,0.0,1.0,0.0,0.2,1.0,0.0,0.0,0.0,2,0,0.3333331666667499,0.1388888194444791,0.0,0.1851851851851851,0.499999750000125,1.0909885360012674,0.7126360717998762,0.4291666572219338,0.1861269095902841,1.99,0,NONE,29.1,0,0,29.1,POOR,0.78,0.3144444444444444,0.0,1.0,0.9801,0.580134,0.366556,0.0
0.355,0.3333333333333333,0.0,0.4615384615384615,0.5,0.0555555555555555,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.4999995000005,0.0555555000000555,0.0,0.0277777777777777,0.0,0.3527172946963853,1.437405972522393,0.4291666572219338,0.1861269095902841,4.68,0,NONE,89.18,0,0,89.18,EXCELLENT,0.18,0.6422222222222222,0.0,1.0,0.9532,0.130217,0.728116,0.0
0.3605,1.0,1.0,0.8461538461538463,0.5,0.8333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.1666666111111296,0.277777685185216,0.0,0.4166666666666666,0.0,0.3527172946963853,1.0992886800064163,0.4291666572219338,0.1861269095902841,6.49,0,NONE,78.73,0,0,78.73,GOOD,0.54,0.8133333333333334,0.0,1.0,0.9351,0.383214,0.904496,0.0
0.366,0.3333333333333333,1.0,0.5384615384615385,0.5,0.2777777777777777,1.0,1.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1,0,0.4999995000005,0.2777775000002777,0.0,0.1388888888888888,0.3333330000003333,0.3527172946963853,0.7126360717998762,0.4291666572219338,0.1861269095902841,1.7,0,NONE,81.72,0,0,81.72,EXCELLENT,0.31999999999999995,0.6911111111111111,0.0,1.0,0.983,0.238731,0.80804,0.0
0.3715,0.3333333333333333,1.0,0.6153846153846154,0.3333333333333333,0.6111111111111112,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1,0,0.3333330000003333,0.6111105000006112,0.0,0.2037037037037037,0.0,0.385553946608497,0.3745187792838997,0.4291666572219338,0.1861269095902841,1.47,0,NONE,58.21,0,0,58.21,AVERAGE,0.18,0.4077777777777778,0.0,1.0,0.9853,0.134618,0.477878,0.0
0.377,0.3333333333333333,0.0,1.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0833333333333333,0.6666666666666666,0.3333333333333333,1,2,0.4999995000005,0.0,0.0833332500000833,0.0,0.999999000001,0.3527172946963853,1.6185984477030222,1.2513861433672824,0.1861269095902841,12.96,0,NONE,49.63,0,0,49.63,AVERAGE,0.6,0.33666666666666667,0.24666666666666665,1.0,0.8704,0.396267,0.348478,0.379597
0.3825,0.3333333333333333,1.0,0.0,0.3333333333333333,0.9444444444444444,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0833333333333333,0.3333333333333333,0.0,1,1,0.3333330000003333,0.9444435000009443,0.0833332500000833,0.3148148148148147,0.0,0.385553946608497,1.461673630367675,1.2513861433672824,0.1861269095902841,8.59,0,NONE,53.73,0,0,53.73,AVERAGE,0.18,0.4811111111111111,0.15333333333333332,1.0,0.9141,0.124829,0.523073,0.247878
0.388,1.0,1.0,1.0,0.8333333333333333,0.4444444444444445,0.0,0.0,0.5,0.0,0.2,0.0,0.0833333333333333,0.3333333333333333,0.0,3,1,0.277777685185216,0.1481480987654485,0.0277777685185215,0.3703703703703703,0.0,1.8292597773061487,0.169058646257988,1.2513861433672824,0.1861269095902841,14.05,0,NONE,36.94,0,0,36.94,POOR,0.54,0.41444444444444445,0.15333333333333332,1.0,0.8594999999999999,0.352178,0.423644,0.233027
0.394,0.0,1.0,0.8461538461538463,0.1666666666666666,0.9444444444444444,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,0,166666.6666666666,944444.4444444444,0.0,0.1574074074074073,0.0,1.1238251879133794,1.461673630367675,0.4291666572219338,0.1861269095902841,45.66,0,NONE,57.09,0,0,57.09,AVERAGE,0.0,0.41777777777777775,0.0,1.0,0.5434000000000001,0.0,0.269981,0.0
0.3995,0.3333333333333333,1.0,0.6923076923076923,0.3333333333333333,0.5555555555555556,1.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1,0,0.3333330000003333,0.5555550000005556,0.0,0.1851851851851851,0.6666660000006667,0.385553946608497,0.1933263041032703,0.4291666572219338,0.1861269095902841,2.08,0,NONE,50.0,0,0,50.0,AVERAGE,0.45999999999999996,0.39555555555555555,0.0,1.0,0.9792,0.341782,0.460633,0.0
0.405,0.0,0.0,1.0,0.0,0.9444444444444444,0.0,1.0,0.5,0.0,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0,1,0.0,944444.4444444444,0.0,0.0,666666.6666666666,1.8620964292182616,1.461673630367675,0.4291666572219338,0.1861269095902841,49.15,0,NONE,78.36,0,0,78.36,GOOD,0.27999999999999997,0.6477777777777778,0.09333333333333334,1.0,0.5085,0.108059,0.39177,0.083982
0.4105,0.6666666666666666,1.0,0.0,0.5,0.4999999999999999,0.5,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,2,2,0.2499998750000625,0.2499998750000624,0.0,0.2499999999999999,0.1666665833333749,0.3527172946963853,0.0121338289226406,0.4291666572219338,0.1861269095902841,2.91,0,NONE,65.3,0,0,65.3,GOOD,0.5,0.5933333333333333,0.18666666666666668,1.0,0.9709,0.368341,0.685181,0.320368
0.416,1.0,1.0,0.7692307692307693,0.8333333333333333,0.7222222222222221,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3,0,0.277777685185216,0.2407406604938538,0.0,0.6018518518518517,0.0,1.8292597773061487,0.7369037296451576,0.4291666572219338,0.1861269095902841,10.31,0,NONE,46.64,0,0,46.64,AVERAGE,0.54,0.6222222222222222,0.0,1.0,0.8969,0.367506,0.663773,0.0
0.4215,0.6666666666666666,1.0,0.6153846153846154,0.5,0.3888888888888889,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,2,3,0.2499998750000625,0.1944443472222708,0.0,0.1944444444444444,0.3333331666667499,0.3527172946963853,0.3502511214386174,0.4291666572219338,0.1861269095902841,2.78,0,NONE,62.31,0,0,62.31,GOOD,0.6399999999999999,0.5688888888888889,0.28,1.0,0.9722,0.472151,0.657826,0.481259
0.427,0.6666666666666666,0.0,0.3076923076923077,0.6666666666666666,0.0555555555555555,0.0,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,2,0,0.3333331666667499,0.0277777638888958,0.0,0.0370370370370369,0.1666665833333749,1.0909885360012674,1.437405972522393,0.4291666572219338,0.1861269095902841,4.67,0,NONE,41.04,0,0,41.04,AVERAGE,0.5,0.2655555555555555,0.0,1.0,0.9533,0.361663,0.301142,0.0
0.4325,0.3333333333333333,1.0,0.2307692307692307,0.5,0.0,1.0,1.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,1,0,0.4999995000005,0.0,0.0,0.0,0.999999000001,0.3527172946963853,1.6185984477030222,0.4291666572219338,0.1861269095902841,7.12,0,NONE,76.49,0,0,76.49,GOOD,0.6,0.63,0.0,1.0,0.9288,0.422902,0.695885,0.0
0.438,1.0,0.0,0.6923076923076923,0.5,0.7222222222222221,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,0.1666666111111296,0.2407406604938538,0.0,0.361111111111111,0.3333332222222592,0.3527172946963853,0.7369037296451576,0.4291666572219338,0.1861269095902841,5.48,0,NONE,66.79,0,0,66.79,GOOD,0.96,0.7888888888888889,0.0,1.0,0.9452,0.688572,0.886893,0.0
0.4435,0.6666666666666666,0.0,0.5384615384615385,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0,0.2499998750000625,0.0,0.0,0.0,0.499999750000125,0.3527172946963853,1.6185984477030222,0.4291666572219338,0.1861269095902841,5.28,0,NONE,76.49,0,0,76.49,GOOD,0.78,0.63,0.0,1.0,0.9472,0.560631,0.709681,0.0
0.4495,0.3333333333333333,0.0,0.6153846153846154,0.5,0.6111111111111112,0.5,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1,1,0.4999995000005,0.6111105000006112,0.0,0.3055555555555556,0.0,0.3527172946963853,0.3745187792838997,0.4291666572219338,0.1861269095902841,2.16,0,NONE,68.28,0,0,68.28,GOOD,0.18,0.6177777777777778,0.09333333333333334,1.0,0.9784,0.133632,0.718839,0.161421
0.455,0.6666666666666666,0.0,0.4615384615384615,0.5,0.2777777777777777,0.5,0.3333333333333333,1.0,0.0,0.4,0.6666666666666666,0.0,1.0,0.3333333333333333,2,3,0.2499998750000625,0.1388888194444791,0.0,0.1388888888888888,0.3333331666667499,0.3527172946963853,0.7126360717998762,0.4291666572219338,0.1861269095902841,2.69,0,NONE,50.37,0,0,50.37,AVERAGE,0.6399999999999999,0.3977777777777778,0.28,1.0,0.9731,0.472606,0.460395,0.481789
0.4605,0.3333333333333333,0.0,0.3846153846153846,0.5,0.3333333333333333,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.4999995000005,0.3333330000003333,0.0,0.1666666666666666,0.999999000001,0.3527172946963853,0.5314435966192468,0.4291666572219338,0.1861269095902841,3.05,0,NONE,72.01,0,0,72.01,GOOD,0.6,0.7033333333333334,0.0,1.0,0.9695,0.441418,0.811013,0.0
0.466,0.6666666666666666,0.0,1.0,0.5,0.1111111111111111,0.0,0.0,0.0,0.0,0.4,1.0,0.0,1.0,0.0,2,3,0.2499998750000625,0.0555555277777916,0.0,0.0555555555555555,0.499999750000125,0.3527172946963853,1.2562134973417638,0.4291666572219338,0.1861269095902841,4.2,0,NONE,34.7,0,0,34.7,POOR,0.78,0.21444444444444444,0.28,1.0,0.958,0.567006,0.244291,0.474187
0.4715,0.3333333333333333,1.0,0.1538461538461538,0.1666666666666666,0.3888888888888889,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1,0,0.1666665000001666,0.3888885000003889,0.0,0.0648148148148148,0.6666660000006667,1.1238251879133794,0.3502511214386174,0.4291666572219338,0.1861269095902841,1.37,0,NONE,42.16,0,0,42.16,AVERAGE,0.45999999999999996,0.14888888888888885,0.0,1.0,0.9863,0.344286,0.174596,0.0
0.477,0.6666666666666666,1.0,0.8461538461538463,0.5,0.5555555555555556,0.0,0.0,0.5,0.0,0.2,1.0,0.0,0.3333333333333333,1.0,2,1,0.2499998750000625,0.2777776388889583,0.0,0.2777777777777778,0.499999750000125,0.3527172946963853,0.1933263041032703,0.4291666572219338,0.1861269095902841,1.11,0,NONE,28.73,0,0,28.73,POOR,0.78,0.31222222222222223,0.09333333333333334,1.0,0.9889,0.585294,0.367269,0.16319
0.4825,0.3333333333333333,0.5,0.1538461538461538,0.3333333333333333,0.2222222222222222,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.3333330000003333,0.2222220000002222,0.0,0.074074074074074,0.0,0.385553946608497,0.8938285469805052,0.4291666572219338,0.1861269095902841,0.68,0,NONE,76.87,0,0,76.87,GOOD,0.18,0.46888888888888886,0.0,1.0,0.9932,0.135681,0.553877,0.0
0.488,0.6666666666666666,0.0,1.0,0.6666666666666666,0.7222222222222221,0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,2,0,0.3333331666667499,0.3611109305556457,0.0,0.4814814814814814,0.3333331666667499,1.0909885360012674,0.7369037296451576,0.4291666572219338,0.1861269095902841,4.48,0,NONE,41.04,0,0,41.04,AVERAGE,0.6399999999999999,0.5588888888888888,0.0,1.0,0.9552,0.463879,0.63499,0.0
0.4935,1.0,1.0,0.2307692307692307,0.6666666666666666,0.3888888888888889,0.0,1.0,0.5,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,3,1,0.2222221481481728,0.1296295864197675,0.0,0.2592592592592592,0.2222221481481728,1.0909885360012674,0.3502511214386174,0.4291666572219338,0.1861269095902841,4.88,0,NONE,72.39,0,0,72.39,GOOD,0.8200000000000001,0.778888888888889,0.09333333333333334,1.0,0.9512,0.591896,0.881185,0.157001
0.499,1.0,0.0,0.1538461538461538,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.8,1.0,0.0,0.6666666666666666,0.6666666666666666,3,2,0.2222221481481728,0.1111110740740864,0.0,0.2222222222222222,0.3333332222222592,1.0909885360012674,0.5314435966192468,0.4291666572219338,0.1861269095902841,5.8,0,NONE,41.79,0,0,41.79,AVERAGE,0.96,0.4733333333333333,0.18666666666666668,1.0,0.942,0.686219,0.530328,0.31082
0.505,0.6666666666666666,1.0,0.3076923076923077,0.6666666666666666,0.8888888888888888,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,2,0,0.3333331666667499,0.4444442222223332,0.0,0.5925925925925926,0.499999750000125,1.0909885360012674,1.2804811551870456,0.4291666572219338,0.1861269095902841,6.74,0,NONE,20.9,0,0,20.9,POOR,0.78,0.44888888888888884,0.0,1.0,0.9326,0.551981,0.497859,0.0
0.5105000000000001,0.6666666666666666,0.0,0.1538461538461538,0.5,0.5555555555555556,1.0,0.6666666666666666,0.5,0.0,0.2,0.6666666666666666,0.0833333333333333,0.0,0.0,2,0,0.2499998750000625,0.2777776388889583,0.0416666458333437,0.2777777777777778,0.3333331666667499,0.3527172946963853,0.1933263041032703,1.2513861433672824,0.1861269095902841,5.91,0,NONE,60.07,0,0,60.07,GOOD,0.6399999999999999,0.6055555555555556,0.05999999999999998,1.0,0.9409,0.456974,0.677688,0.099894
0.516,0.3333333333333333,0.0,0.2307692307692307,0.3333333333333333,0.7222222222222221,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1,1,0.3333330000003333,0.7222215000007222,0.0,0.2407407407407407,0.999999000001,0.385553946608497,0.7369037296451576,0.4291666572219338,0.1861269095902841,2.36,0,NONE,29.85,0,0,29.85,POOR,0.6,0.2855555555555555,0.09333333333333334,1.0,0.9764,0.444529,0.331589,0.161068
0.5215,0.6666666666666666,1.0,0.6923076923076923,0.3333333333333333,0.9444444444444444,1.0,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.3333333333333333,2,0,0.1666665833333749,0.4722219861112291,0.0,0.3148148148148147,0.1666665833333749,0.385553946608497,1.461673630367675,0.4291666572219338,0.1861269095902841,3.25,0,NONE,49.25,0,0,49.25,AVERAGE,0.5,0.4811111111111111,0.0,1.0,0.9675,0.367127,0.553639,0.0
0.527,0.6666666666666666,0.0,0.7692307692307693,0.3333333333333333,0.3888888888888889,0.5,0.3333333333333333,1.0,0.0,0.4,0.6666666666666666,0.0,0.0,0.3333333333333333,2,0,0.1666665833333749,0.1944443472222708,0.0,0.1296296296296296,0.3333331666667499,0.385553946608497,0.3502511214386174,0.4291666572219338,0.1861269095902841,0.88,0,NONE,52.24,0,0,52.24,AVERAGE,0.6399999999999999,0.35888888888888887,0.0,1.0,0.9912,0.481408,0.423049,0.0
0.5325,0.6666666666666666,1.0,0.8461538461538463,0.3333333333333333,0.5555555555555556,1.0,0.6666666666666666,1.0,0.0,0.2,0.0,0.0,0.0,1.0,2,0,0.1666665833333749,0.2777776388889583,0.0,0.1851851851851851,0.0,0.385553946608497,0.1933263041032703,0.4291666572219338,0.1861269095902841,1.46,0,NONE,72.39,0,0,72.39,GOOD,0.36,0.5422222222222222,0.0,1.0,0.9854,0.269161,0.635466,0.0
0.538,0.6666666666666666,0.0,0.0769230769230769,0.3333333333333333,0.3888888888888889,0.5,0.0,0.0,0.0,0.4,1.0,0.0,0.3333333333333333,0.3333333333333333,2,1,0.1666665833333749,0.1944443472222708,0.0,0.1296296296296296,0.499999750000125,0.385553946608497,0.3502511214386174,0.4291666572219338,0.1861269095902841,0.56,0,NONE,34.33,0,0,34.33,POOR,0.78,0.2122222222222222,0.09333333333333334,1.0,0.9944,0.588557,0.250951,0.164074
0.5435,0.3333333333333333,0.5,0.5384615384615385,0.1666666666666666,0.1666666666666666,0.5,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1,0,0.1666665000001666,0.1666665000001666,0.0,0.0277777777777777,0.999999000001,1.1238251879133794,1.0750210221611347,0.4291666572219338,0.1861269095902841,1.57,0,NONE,67.54,0,0,67.54,GOOD,0.6,0.3933333333333333,0.0,1.0,0.9843,0.448171,0.460514,0.0
0.549,0.6666666666666666,0.0,0.0769230769230769,0.5,0.0555555555555555,0.5,0.3333333333333333,0.5,0.0,0.2,1.0,0.0,0.0,1.0,2,0,0.2499998750000625,0.0277777638888958,0.0,0.0277777777777777,0.499999750000125,0.3527172946963853,1.437405972522393,0.4291666572219338,0.1861269095902841,4.0,0,NONE,48.88,0,0,48.88,AVERAGE,0.78,0.34888888888888886,0.0,1.0,0.96,0.56822,0.398311,0.0
